time,label
2016-07-22 12:00:00,1
2016-07-22 16:00:00,1
2016-07-22 20:00:00,1
2016-07-24 20:00:00,1
2016-07-25 00:00:00,1
2016-07-25 04:00:00,1
2016-07-25 08:00:00,1
2016-07-25 12:00:00,1
2016-07-25 16:00:00,1
2016-07-25 20:00:00,1
2016-07-26 00:00:00,1
2016-07-26 04:00:00,1
2016-07-26 08:00:00,1
2016-07-26 12:00:00,1
2016-07-26 16:00:00,1
2016-07-26 20:00:00,1
2016-07-27 00:00:00,1
2016-07-27 04:00:00,1
2016-07-27 08:00:00,1
2016-07-27 12:00:00,1
2016-07-27 16:00:00,1
2016-07-27 20:00:00,0
2016-07-28 00:00:00,0
2016-07-28 04:00:00,0
2016-07-28 08:00:00,1
2016-07-28 12:00:00,1
2016-07-28 16:00:00,1
2016-07-28 20:00:00,1
2016-07-29 00:00:00,1
2016-07-29 04:00:00,1
2016-07-29 08:00:00,1
2016-07-29 12:00:00,0
2016-07-29 16:00:00,0
2016-07-29 20:00:00,0
2016-07-31 20:00:00,0
2016-08-01 00:00:00,0
2016-08-01 04:00:00,0
2016-08-01 08:00:00,1
2016-08-01 12:00:00,1
2016-08-01 16:00:00,1
2016-08-01 20:00:00,1
2016-08-02 00:00:00,1
2016-08-02 04:00:00,0
2016-08-02 08:00:00,0
2016-08-02 12:00:00,2
2016-08-02 16:00:00,2
2016-08-02 20:00:00,2
2016-08-03 00:00:00,2
2016-08-03 04:00:00,2
2016-08-03 08:00:00,2
2016-08-03 12:00:00,0
2016-08-03 16:00:00,0
2016-08-03 20:00:00,0
2016-08-04 00:00:00,0
2016-08-04 04:00:00,0
2016-08-04 08:00:00,0
2016-08-04 12:00:00,0
2016-08-04 16:00:00,0
2016-08-04 20:00:00,0
2016-08-05 00:00:00,0
2016-08-05 04:00:00,0
2016-08-05 08:00:00,2
2016-08-05 12:00:00,1
2016-08-05 16:00:00,0
2016-08-05 20:00:00,0
2016-08-07 20:00:00,0
2016-08-08 00:00:00,0
2016-08-08 04:00:00,1
2016-08-08 08:00:00,1
2016-08-08 12:00:00,1
2016-08-08 16:00:00,1
2016-08-08 20:00:00,1
2016-08-09 00:00:00,1
2016-08-09 04:00:00,1
2016-08-09 08:00:00,1
2016-08-09 12:00:00,0
