Gmt time,Open,High,Low,Close,Volume
12.01.2016 00:00:00.000,1.08562,1.08837,1.08410,1.08798,28635.5898
12.01.2016 04:00:00.000,1.08798,1.08995,1.08742,1.08923,27387.8999
12.01.2016 08:00:00.000,1.08924,1.09002,1.08430,1.08552,49484.140699999996
12.01.2016 12:00:00.000,1.08552,1.08606,1.08209,1.08245,67262.5683
12.01.2016 16:00:00.000,1.08235,1.08774,1.08197,1.08544,50723.5087
12.01.2016 20:00:00.000,1.08546,1.08602,1.08410,1.08430,15165.759900000001
13.01.2016 00:00:00.000,1.08430,1.08489,1.08113,1.08249,33356.3706
13.01.2016 04:00:00.000,1.08249,1.08380,1.08134,1.08161,30796.0601
13.01.2016 08:00:00.000,1.08161,1.08339,1.08054,1.08229,46013.0508
13.01.2016 12:00:00.000,1.08229,1.08821,1.08049,1.08449,69950.6397
13.01.2016 16:00:00.000,1.08444,1.08835,1.08444,1.08774,54654.9297
13.01.2016 20:00:00.000,1.08775,1.08885,1.08703,1.08853,26144.3598
14.01.2016 00:00:00.000,1.08854,1.08956,1.08757,1.08840,31968.3198
14.01.2016 04:00:00.000,1.08840,1.08967,1.08541,1.08597,29451.030400000003
14.01.2016 08:00:00.000,1.08597,1.09432,1.08565,1.09317,70874.2715
14.01.2016 12:00:00.000,1.09316,1.09357,1.08363,1.08398,82180.10940000002
14.01.2016 16:00:00.000,1.08396,1.08694,1.08346,1.08621,49114.149000000005
14.01.2016 20:00:00.000,1.08622,1.08705,1.08543,1.08570,19935.67
15.01.2016 00:00:00.000,1.08570,1.08839,1.08563,1.08821,27504.349599999998
15.01.2016 04:00:00.000,1.08821,1.08899,1.08606,1.08688,35284.890100000004
15.01.2016 08:00:00.000,1.08688,1.09176,1.08634,1.09013,59450.339799999994
15.01.2016 12:00:00.000,1.09014,1.09846,1.09000,1.09505,101541.75
15.01.2016 16:00:00.000,1.09504,1.09833,1.09073,1.09090,61280.140600000006
15.01.2016 20:00:00.000,1.09091,1.09292,1.09054,1.09150,17084.96
16.01.2016 00:00:00.000,1.09150,1.09150,1.09150,1.09150,0
16.01.2016 04:00:00.000,1.09150,1.09150,1.09150,1.09150,0
16.01.2016 08:00:00.000,1.09150,1.09150,1.09150,1.09150,0
16.01.2016 12:00:00.000,1.09150,1.09150,1.09150,1.09150,0
16.01.2016 16:00:00.000,1.09150,1.09150,1.09150,1.09150,0
16.01.2016 20:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 00:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 04:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 08:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 12:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 16:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 20:00:00.000,1.09150,1.09276,1.09073,1.09183,11951.04
18.01.2016 00:00:00.000,1.09183,1.09237,1.08877,1.08941,34115.229400000004
18.01.2016 04:00:00.000,1.08939,1.09050,1.08745,1.08926,29616.9897
18.01.2016 08:00:00.000,1.08925,1.09093,1.08749,1.08934,52664.831099999996
18.01.2016 12:00:00.000,1.08934,1.09007,1.08703,1.08730,45736.7001
18.01.2016 16:00:00.000,1.08723,1.08983,1.08689,1.08915,20561.690199999997
18.01.2016 20:00:00.000,1.08915,1.08992,1.08884,1.08925,7743.4401
19.01.2016 00:00:00.000,1.08925,1.09049,1.08810,1.08895,25806.799899999998
19.01.2016 04:00:00.000,1.08894,1.08897,1.08595,1.08652,27200.6004
19.01.2016 08:00:00.000,1.08654,1.08890,1.08599,1.08630,57778.659100000004
19.01.2016 12:00:00.000,1.08630,1.09095,1.08603,1.08976,82568.6299
19.01.2016 16:00:00.000,1.08978,1.09389,1.08930,1.09240,58029.899399999995
19.01.2016 20:00:00.000,1.09241,1.09241,1.09045,1.09105,23618.7806
20.01.2016 00:00:00.000,1.09106,1.09521,1.09100,1.09468,33811.409700000004
20.01.2016 04:00:00.000,1.09467,1.09633,1.09374,1.09398,37337.0303
20.01.2016 08:00:00.000,1.09396,1.09760,1.09036,1.09090,71055.07130000001
20.01.2016 12:00:00.000,1.09089,1.09330,1.08904,1.08982,84968.80069999999
20.01.2016 16:00:00.000,1.08983,1.09363,1.08815,1.08933,68273.1093
20.01.2016 20:00:00.000,1.08935,1.08956,1.08732,1.08746,27417.800000000003
21.01.2016 00:00:00.000,1.08745,1.08875,1.08671,1.08872,32720.3799
21.01.2016 04:00:00.000,1.08873,1.09210,1.08832,1.09068,41859.63
21.01.2016 08:00:00.000,1.09071,1.09129,1.08853,1.09052,68096.42970000001
21.01.2016 12:00:00.000,1.09053,1.09208,1.07780,1.08249,105339.8213
21.01.2016 16:00:00.000,1.08251,1.09005,1.08149,1.08776,86509.7695
21.01.2016 20:00:00.000,1.08778,1.08921,1.08570,1.08580,29091.8196
22.01.2016 00:00:00.000,1.08581,1.08601,1.08298,1.08410,45055.291099999995
22.01.2016 04:00:00.000,1.08410,1.08427,1.08131,1.08311,47566.6102
22.01.2016 08:00:00.000,1.08310,1.08629,1.08244,1.08313,70387.5108
22.01.2016 12:00:00.000,1.08312,1.08378,1.07943,1.08238,93408.79890000001
22.01.2016 16:00:00.000,1.08239,1.08329,1.07892,1.07901,61362.3106
22.01.2016 20:00:00.000,1.07902,1.08016,1.07893,1.07947,17333.4004
23.01.2016 00:00:00.000,1.07947,1.07947,1.07947,1.07947,0
23.01.2016 04:00:00.000,1.07947,1.07947,1.07947,1.07947,0
23.01.2016 08:00:00.000,1.07947,1.07947,1.07947,1.07947,0
23.01.2016 12:00:00.000,1.07947,1.07947,1.07947,1.07947,0
23.01.2016 16:00:00.000,1.07947,1.07947,1.07947,1.07947,0
23.01.2016 20:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 00:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 04:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 08:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 12:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 16:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 20:00:00.000,1.07947,1.07977,1.07893,1.07971,6192.8897
25.01.2016 00:00:00.000,1.07970,1.08169,1.07899,1.08132,30254.4096
25.01.2016 04:00:00.000,1.08132,1.08227,1.08058,1.08142,31724.869599999998
25.01.2016 08:00:00.000,1.08144,1.08354,1.08135,1.08180,59552.6397
25.01.2016 12:00:00.000,1.08180,1.08454,1.08087,1.08340,82520.5595
25.01.2016 16:00:00.000,1.08342,1.08417,1.08237,1.08365,52287.8906
25.01.2016 20:00:00.000,1.08366,1.08569,1.08364,1.08524,24889.7893
26.01.2016 00:00:00.000,1.08523,1.08592,1.08422,1.08455,28797.8701
26.01.2016 04:00:00.000,1.08455,1.08743,1.08410,1.08663,33352.660599999996
26.01.2016 08:00:00.000,1.08665,1.08683,1.08187,1.08242,72412.6396
26.01.2016 12:00:00.000,1.08241,1.08498,1.08221,1.08487,78991.53020000001
26.01.2016 16:00:00.000,1.08486,1.08568,1.08367,1.08524,50235.4697
26.01.2016 20:00:00.000,1.08524,1.08710,1.08512,1.08617,22260.3997
27.01.2016 00:00:00.000,1.08616,1.08702,1.08507,1.08679,31350.0395
27.01.2016 04:00:00.000,1.08679,1.08822,1.08547,1.08702,34572.989700000006
27.01.2016 08:00:00.000,1.08702,1.08791,1.08528,1.08751,62544.9697
27.01.2016 12:00:00.000,1.08750,1.09120,1.08641,1.08695,81693.19930000001
27.01.2016 16:00:00.000,1.08693,1.09123,1.08600,1.09053,65657.5
27.01.2016 20:00:00.000,1.09051,1.09164,1.08854,1.09020,30600.74
28.01.2016 00:00:00.000,1.09020,1.09072,1.08840,1.08949,30747.580199999997
28.01.2016 04:00:00.000,1.08949,1.08958,1.08697,1.08758,34405.470199999996
28.01.2016 08:00:00.000,1.08760,1.09266,1.08736,1.09158,76223.1895
28.01.2016 12:00:00.000,1.09157,1.09441,1.08916,1.09396,90270.7987
28.01.2016 16:00:00.000,1.09396,1.09676,1.09362,1.09567,60905.0899
28.01.2016 20:00:00.000,1.09566,1.09570,1.09325,1.09352,25848.4502
29.01.2016 00:00:00.000,1.09353,1.09402,1.08831,1.09316,40126.5703
29.01.2016 04:00:00.000,1.09315,1.09485,1.08870,1.08980,59651.1483
29.01.2016 08:00:00.000,1.08980,1.09230,1.08851,1.09145,67835.44930000001
29.01.2016 12:00:00.000,1.09143,1.09259,1.08176,1.08183,92771.1689
29.01.2016 16:00:00.000,1.08185,1.08452,1.08100,1.08264,65113.7499
29.01.2016 20:00:00.000,1.08265,1.08366,1.08252,1.08300,14912.390199999998
30.01.2016 00:00:00.000,1.08300,1.08300,1.08300,1.08300,0
30.01.2016 04:00:00.000,1.08300,1.08300,1.08300,1.08300,0
30.01.2016 08:00:00.000,1.08300,1.08300,1.08300,1.08300,0
30.01.2016 12:00:00.000,1.08300,1.08300,1.08300,1.08300,0
30.01.2016 16:00:00.000,1.08300,1.08300,1.08300,1.08300,0
30.01.2016 20:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 00:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 04:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 08:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 12:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 16:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 20:00:00.000,1.08300,1.08340,1.08147,1.08253,9524.0701
01.02.2016 00:00:00.000,1.08253,1.08523,1.08242,1.08500,35259.46
01.02.2016 04:00:00.000,1.08501,1.08564,1.08415,1.08459,31184.9902
01.02.2016 08:00:00.000,1.08459,1.08686,1.08411,1.08676,62659.9102
01.02.2016 12:00:00.000,1.08676,1.09128,1.08643,1.08916,82083.2793
01.02.2016 16:00:00.000,1.08915,1.09063,1.08750,1.08932,55560.16880000001
01.02.2016 20:00:00.000,1.08930,1.08999,1.08833,1.08958,21968.7903
02.02.2016 00:00:00.000,1.08957,1.09098,1.08924,1.09054,35477.7597
02.02.2016 04:00:00.000,1.09053,1.09190,1.08957,1.09027,37006.6602
02.02.2016 08:00:00.000,1.09028,1.09226,1.08975,1.09215,61310.5596
02.02.2016 12:00:00.000,1.09215,1.09399,1.08924,1.09033,78886.0098
02.02.2016 16:00:00.000,1.09035,1.09223,1.08933,1.09155,50894.8691
02.02.2016 20:00:00.000,1.09156,1.09274,1.09115,1.09184,25431.1002
03.02.2016 00:00:00.000,1.09187,1.09359,1.09126,1.09127,34769.470799999996
03.02.2016 04:00:00.000,1.09126,1.09296,1.09071,1.09072,34533.3598
03.02.2016 08:00:00.000,1.09072,1.09332,1.09038,1.09229,64506.209
03.02.2016 12:00:00.000,1.09226,1.10803,1.09108,1.10470,101448.6006
03.02.2016 16:00:00.000,1.10469,1.11455,1.10462,1.10935,86200.0196
03.02.2016 20:00:00.000,1.10937,1.11155,1.10772,1.10929,36290.8203
04.02.2016 00:00:00.000,1.10928,1.11167,1.10747,1.10910,42386.8106
04.02.2016 04:00:00.000,1.10911,1.10919,1.10696,1.10811,41327.8203
04.02.2016 08:00:00.000,1.10811,1.11849,1.10790,1.11720,88277.88079999998
04.02.2016 12:00:00.000,1.11717,1.12389,1.11576,1.11679,106704.67970000001
04.02.2016 16:00:00.000,1.11679,1.12225,1.11670,1.12119,71323.5986
04.02.2016 20:00:00.000,1.12118,1.12160,1.11972,1.11994,27057.770099999998
05.02.2016 00:00:00.000,1.11994,1.12165,1.11906,1.11980,32796.359899999996
05.02.2016 04:00:00.000,1.11979,1.12039,1.11858,1.11958,34554.96
05.02.2016 08:00:00.000,1.11958,1.12081,1.11830,1.11948,66520.9805
05.02.2016 12:00:00.000,1.11949,1.12470,1.11088,1.11431,103748.3115
05.02.2016 16:00:00.000,1.11429,1.11511,1.11239,1.11442,65645.7813
05.02.2016 20:00:00.000,1.11445,1.11659,1.11419,1.11561,19546.5303
06.02.2016 00:00:00.000,1.11561,1.11561,1.11561,1.11561,0
06.02.2016 04:00:00.000,1.11561,1.11561,1.11561,1.11561,0
06.02.2016 08:00:00.000,1.11561,1.11561,1.11561,1.11561,0
06.02.2016 12:00:00.000,1.11561,1.11561,1.11561,1.11561,0
06.02.2016 16:00:00.000,1.11561,1.11561,1.11561,1.11561,0
06.02.2016 20:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 00:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 04:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 08:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 12:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 16:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 20:00:00.000,1.11561,1.11561,1.11417,1.11434,12227.9898
08.02.2016 00:00:00.000,1.11434,1.11497,1.11305,1.11317,23845.5605
08.02.2016 04:00:00.000,1.11317,1.11506,1.11283,1.11374,31280.1
08.02.2016 08:00:00.000,1.11374,1.11840,1.11095,1.11211,85933.8302
08.02.2016 12:00:00.000,1.11212,1.11463,1.10865,1.11453,108079.6895
08.02.2016 16:00:00.000,1.11453,1.12144,1.11449,1.12118,75682.5195
08.02.2016 20:00:00.000,1.12122,1.12159,1.11837,1.11890,31359.7592
09.02.2016 00:00:00.000,1.11890,1.12376,1.11846,1.12100,37117.7392
09.02.2016 04:00:00.000,1.12100,1.12145,1.11774,1.11823,41005.2803
09.02.2016 08:00:00.000,1.11822,1.12247,1.11624,1.12130,85887.7812
09.02.2016 12:00:00.000,1.12130,1.13138,1.12096,1.13095,119277.4278
09.02.2016 16:00:00.000,1.13095,1.13379,1.12850,1.12863,86786.8105
09.02.2016 20:00:00.000,1.12865,1.12971,1.12820,1.12880,30602.730499999998
10.02.2016 00:00:00.000,1.12880,1.13115,1.12845,1.12918,35626.0801
10.02.2016 04:00:00.000,1.12917,1.12990,1.12762,1.12803,38870.81
10.02.2016 08:00:00.000,1.12806,1.13020,1.12371,1.12590,85488.1192
10.02.2016 12:00:00.000,1.12587,1.12729,1.11606,1.11974,120668.0019
10.02.2016 16:00:00.000,1.11972,1.12817,1.11878,1.12803,95906.0098
10.02.2016 20:00:00.000,1.12801,1.12988,1.12649,1.12838,40684.3101
11.02.2016 00:00:00.000,1.12839,1.13202,1.12741,1.12875,39762.25
11.02.2016 04:00:00.000,1.12875,1.13083,1.12750,1.12821,38368.2094
11.02.2016 08:00:00.000,1.12819,1.13545,1.12819,1.13378,95845.5878
11.02.2016 12:00:00.000,1.13380,1.13682,1.13061,1.13424,116663.12889999998
11.02.2016 16:00:00.000,1.13426,1.13762,1.13155,1.13266,87309.2988
11.02.2016 20:00:00.000,1.13266,1.13454,1.13128,1.13159,34312.970199999996
12.02.2016 00:00:00.000,1.13161,1.13338,1.12950,1.12965,40668.6797
12.02.2016 04:00:00.000,1.12964,1.13248,1.12893,1.12893,47018.2803
12.02.2016 08:00:00.000,1.12894,1.12985,1.12649,1.12769,73236.1494
12.02.2016 12:00:00.000,1.12767,1.12811,1.12240,1.12449,91494.68059999999
12.02.2016 16:00:00.000,1.12448,1.12575,1.12141,1.12562,70783.5898
12.02.2016 20:00:00.000,1.12563,1.12592,1.12480,1.12532,17663.9102
13.02.2016 00:00:00.000,1.12532,1.12532,1.12532,1.12532,0
13.02.2016 04:00:00.000,1.12532,1.12532,1.12532,1.12532,0
13.02.2016 08:00:00.000,1.12532,1.12532,1.12532,1.12532,0
13.02.2016 12:00:00.000,1.12532,1.12532,1.12532,1.12532,0
13.02.2016 16:00:00.000,1.12532,1.12532,1.12532,1.12532,0
13.02.2016 20:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 00:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 04:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 08:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 12:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 16:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 20:00:00.000,1.12532,1.12532,1.12156,1.12232,12506.25
15.02.2016 00:00:00.000,1.12232,1.12389,1.12138,1.12157,39661.750400000004
15.02.2016 04:00:00.000,1.12158,1.12296,1.12033,1.12099,42717.3506
15.02.2016 08:00:00.000,1.12100,1.12172,1.11880,1.11913,56160.2501
15.02.2016 12:00:00.000,1.11914,1.11950,1.11280,1.11439,71418.7501
15.02.2016 16:00:00.000,1.11435,1.11588,1.11358,1.11495,30801.0093
15.02.2016 20:00:00.000,1.11495,1.11795,1.11444,1.11762,18031.2002
16.02.2016 00:00:00.000,1.11762,1.11836,1.11509,1.11509,36278.4501
16.02.2016 04:00:00.000,1.11510,1.11685,1.11465,1.11523,36667.9907
16.02.2016 08:00:00.000,1.11523,1.11931,1.11519,1.11570,76196.6894
16.02.2016 12:00:00.000,1.11571,1.11836,1.11242,1.11427,94324.3907
16.02.2016 16:00:00.000,1.11428,1.11573,1.11242,1.11429,60904.4307
16.02.2016 20:00:00.000,1.11431,1.11465,1.11355,1.11429,22916.74
17.02.2016 00:00:00.000,1.11430,1.11575,1.11188,1.11564,35095.920399999995
17.02.2016 04:00:00.000,1.11565,1.11790,1.11516,1.11682,43286.6299
17.02.2016 08:00:00.000,1.11683,1.11736,1.11237,1.11457,76768.9393
17.02.2016 12:00:00.000,1.11455,1.11498,1.11060,1.11311,91755.1915
17.02.2016 16:00:00.000,1.11313,1.11569,1.11187,1.11396,64411.5792
17.02.2016 20:00:00.000,1.11399,1.11468,1.11185,1.11204,27001.7302
18.02.2016 00:00:00.000,1.11205,1.11460,1.11195,1.11377,32860.5503
18.02.2016 04:00:00.000,1.11377,1.11497,1.11269,1.11274,37513.3095
18.02.2016 08:00:00.000,1.11274,1.11418,1.10962,1.10973,76400.541
18.02.2016 12:00:00.000,1.10973,1.11096,1.10710,1.10996,93536.74810000001
18.02.2016 16:00:00.000,1.10996,1.11233,1.10821,1.10969,73634.34969999999
18.02.2016 20:00:00.000,1.10967,1.11131,1.10873,1.11075,30289.6794
19.02.2016 00:00:00.000,1.11075,1.11288,1.11011,1.11242,32050.1499
19.02.2016 04:00:00.000,1.11241,1.11284,1.11094,1.11178,38768.7201
19.02.2016 08:00:00.000,1.11177,1.11392,1.10772,1.11030,78513.5781
19.02.2016 12:00:00.000,1.11032,1.11177,1.10669,1.11057,99486.44919999999
19.02.2016 16:00:00.000,1.11058,1.11374,1.11041,1.11345,54721.3506
19.02.2016 20:00:00.000,1.11345,1.11348,1.11250,1.11284,16458.1602
20.02.2016 00:00:00.000,1.11284,1.11284,1.11284,1.11284,0
20.02.2016 04:00:00.000,1.11284,1.11284,1.11284,1.11284,0
20.02.2016 08:00:00.000,1.11284,1.11284,1.11284,1.11284,0
20.02.2016 12:00:00.000,1.11284,1.11284,1.11284,1.11284,0
20.02.2016 16:00:00.000,1.11284,1.11284,1.11284,1.11284,0
20.02.2016 20:00:00.000,1.11284,1.11284,1.11284,1.11284,0
21.02.2016 00:00:00.000,1.11284,1.11284,1.11284,1.11284,0
21.02.2016 04:00:00.000,1.11284,1.11284,1.11284,1.11284,0
21.02.2016 08:00:00.000,1.11284,1.11284,1.11284,1.11284,0
21.02.2016 12:00:00.000,1.11284,1.11284,1.11284,1.11284,0
21.02.2016 16:00:00.000,1.11284,1.11284,1.11284,1.11284,0
21.02.2016 20:00:00.000,1.11284,1.11284,1.11101,1.11218,12360.799500000001
22.02.2016 00:00:00.000,1.11221,1.11238,1.11040,1.11121,35584.52
22.02.2016 04:00:00.000,1.11121,1.11187,1.10864,1.10870,40001.4303
22.02.2016 08:00:00.000,1.10870,1.10928,1.10329,1.10343,73759.17970000001
22.02.2016 12:00:00.000,1.10342,1.10409,1.10032,1.10267,90606.8302
22.02.2016 16:00:00.000,1.10267,1.10350,1.10089,1.10246,55460.110499999995
22.02.2016 20:00:00.000,1.10244,1.10343,1.10205,1.10251,24406.2501
23.02.2016 00:00:00.000,1.10251,1.10488,1.10247,1.10452,33256.71
23.02.2016 04:00:00.000,1.10446,1.10475,1.10209,1.10371,39759.9697
23.02.2016 08:00:00.000,1.10372,1.10527,1.09912,1.09922,79735.6406
23.02.2016 12:00:00.000,1.09921,1.10377,1.09901,1.10237,85369.27930000001
23.02.2016 16:00:00.000,1.10239,1.10354,1.10047,1.10090,62930.5997
23.02.2016 20:00:00.000,1.10091,1.10254,1.10070,1.10234,25534.870000000003
24.02.2016 00:00:00.000,1.10232,1.10269,1.10000,1.10182,33443.5504
24.02.2016 04:00:00.000,1.10181,1.10227,1.09954,1.09972,37544.2803
24.02.2016 08:00:00.000,1.09974,1.10158,1.09573,1.09595,79140.2402
24.02.2016 12:00:00.000,1.09595,1.10406,1.09595,1.10265,100692.25200000001
24.02.2016 16:00:00.000,1.10264,1.10461,1.10092,1.10136,81067.6992
24.02.2016 20:00:00.000,1.10138,1.10193,1.10050,1.10140,31497.9995
25.02.2016 00:00:00.000,1.10140,1.10284,1.10070,1.10217,40593.5303
25.02.2016 04:00:00.000,1.10216,1.10387,1.10157,1.10233,40744.1802
25.02.2016 08:00:00.000,1.10235,1.10334,1.10048,1.10316,71671.4512
25.02.2016 12:00:00.000,1.10315,1.10450,1.09867,1.10349,91568.16990000001
25.02.2016 16:00:00.000,1.10348,1.10498,1.10213,1.10408,65274.2313
25.02.2016 20:00:00.000,1.10407,1.10451,1.10155,1.10231,30614.060699999998
26.02.2016 00:00:00.000,1.10231,1.10649,1.10221,1.10637,42490.649300000005
26.02.2016 04:00:00.000,1.10637,1.10683,1.10477,1.10584,40215.560000000005
26.02.2016 08:00:00.000,1.10583,1.10632,1.10050,1.10231,64934.2793
26.02.2016 12:00:00.000,1.10231,1.10309,1.09249,1.09258,97893.7999
26.02.2016 16:00:00.000,1.09258,1.09393,1.09116,1.09268,71038.3887
26.02.2016 20:00:00.000,1.09268,1.09408,1.09258,1.09300,19560.9703
27.02.2016 00:00:00.000,1.09300,1.09300,1.09300,1.09300,0
27.02.2016 04:00:00.000,1.09300,1.09300,1.09300,1.09300,0
27.02.2016 08:00:00.000,1.09300,1.09300,1.09300,1.09300,0
27.02.2016 12:00:00.000,1.09300,1.09300,1.09300,1.09300,0
27.02.2016 16:00:00.000,1.09300,1.09300,1.09300,1.09300,0
